"artifactName","packagesInArtifactCount","packagesCount","packageSpread","typesInArtifactCount","typesCount","typesSpread","dependencyArtifactName","dependencyTypeIsInterface","dependencyPackagesCount","dependencyTypesCount","someDependencyPackages","someDependencyTypes","someCallingPackages","someCallingTypes","Source Cypher File: Artifact_Dependencies/Artifacts_with_dependencies_to_other_artifacts.cypher"
"axon-server-connector-4.11.0",11,4,36.36,142,11,7.75,"axon-configuration-4.11.0",true,1,6,"org.axonframework.config","EventProcessingConfiguration,SubscribableMessageSourceDefinition,Configurer,ConfigurerModule","org.axonframework.axonserver.connector.processor,org.axonframework.axonserver.connector.event.axon","EventProcessorControlService,EventProcessorInfoConfiguration,PersistentStreamMessageSourceDefinition,ServerConnectorConfigurerModule",""
"axon-test-4.11.0",8,3,37.5,87,11,12.64,"axon-modelling-4.11.0",false,5,15,"org.axonframework.modelling.command,org.axonframework.modelling.command.inspection","AggregateLifecycle,AggregateAnnotationCommandHandler,AggregateScopeDescriptor,AggregateNotFoundException","org.axonframework.test.aggregate,org.axonframework.test.saga","StubAggregateLifecycle,AggregateTestFixture,AggregateTestFixture$InMemoryRepository,AggregateTestFixture$IdentifierValidatingRepository",""
"axon-spring-boot-autoconfigure-4.11.0",9,3,33.33,88,8,9.09,"axon-server-connector-4.11.0",false,4,18,"org.axonframework.axonserver.connector,org.axonframework.axonserver.connector.query","AxonServerConfiguration,AxonServerConnectionManager$Builder,AxonServerConfiguration$PersistentStreamSettings,AxonServerConnectionManager","org.axonframework.springboot.autoconfig,org.axonframework.springboot.service.connection","AxonServerBusAutoConfiguration,PropertiesAxonServerConnectionDetails,AxonServerAutoConfiguration,AxonServerAutoConfiguration$DefaultConnectionManagerConfiguration",""
"axon-spring-boot-autoconfigure-4.11.0",9,3,33.33,88,15,17.05,"axon-messaging-4.11.0",false,32,88,"org.axonframework.commandhandling,org.axonframework.commandhandling.distributed","SimpleCommandBus$Builder,SimpleCommandBus,LoggingDuplicateCommandHandlerResolver,DefaultCommandBusSpanFactory$Builder","org.axonframework.springboot.autoconfig,org.axonframework.springboot.autoconfig.legacyjpa","AxonAutoConfiguration,AxonTracingAutoConfiguration,AxonServerAutoConfiguration,JdbcAutoConfiguration",""
"axon-spring-boot-autoconfigure-4.11.0",9,3,33.33,88,17,19.32,"axon-configuration-4.11.0",true,1,9,"org.axonframework.config","EventProcessingConfiguration,SubscribableMessageSourceDefinition,EventProcessingConfigurer,EventProcessingConfigurer$PooledStreamingProcessorConfiguration","org.axonframework.springboot.autoconfig,org.axonframework.springboot.util","EventProcessingAutoConfiguration,AxonServerAutoConfiguration,AxonAutoConfiguration,AxonTimeoutAutoConfiguration$AxonTimeoutConfigurerModule",""
"axon-test-4.11.0",8,2,25,87,12,13.79,"axon-modelling-4.11.0",true,3,7,"org.axonframework.modelling.command,org.axonframework.modelling.command.inspection","Repository,RepositoryProvider,ApplyMore,Aggregate","org.axonframework.test.aggregate,org.axonframework.test.saga","FixtureConfiguration,AggregateTestFixture$DefaultRepositoryProvider,AggregateTestFixture$CreationalRepository,AggregateTestFixture",""
"axon-spring-boot-autoconfigure-4.11.0",9,2,22.22,88,5,5.68,"axon-modelling-4.11.0",true,4,5,"org.axonframework.modelling.command,org.axonframework.modelling.saga","RepositorySpanFactory,ResourceInjector,SagaManagerSpanFactory,SagaSqlSchema","org.axonframework.springboot.autoconfig,org.axonframework.springboot.autoconfig.legacyjpa","AxonTracingAutoConfiguration,InfraConfiguration,JdbcAutoConfiguration,JpaJavaxAutoConfiguration",""
"axon-spring-boot-autoconfigure-4.11.0",9,2,22.22,88,4,4.55,"axon-modelling-4.11.0",false,5,11,"org.axonframework.modelling.command,org.axonframework.modelling.saga","DefaultRepositorySpanFactory$Builder,DefaultRepositorySpanFactory,DefaultSagaManagerSpanFactory$Builder,DefaultSagaManagerSpanFactory","org.axonframework.springboot.autoconfig,org.axonframework.springboot.autoconfig.legacyjpa","AxonTracingAutoConfiguration,JdbcAutoConfiguration,JpaAutoConfiguration,JpaJavaxAutoConfiguration",""
"axon-spring-boot-autoconfigure-4.11.0",9,2,22.22,88,7,7.95,"axon-eventsourcing-4.11.0",false,5,14,"org.axonframework.eventsourcing,org.axonframework.eventsourcing.eventstore","DefaultSnapshotterSpanFactory,DefaultSnapshotterSpanFactory$Builder,EmbeddedEventStore,EmbeddedEventStore$Builder","org.axonframework.springboot.autoconfig,org.axonframework.springboot.autoconfig.legacyjpa","AxonTracingAutoConfiguration,AxonAutoConfiguration,JdbcAutoConfiguration,JpaEventStoreAutoConfiguration",""
"axon-spring-boot-autoconfigure-4.11.0",9,2,22.22,88,6,6.82,"axon-eventsourcing-4.11.0",true,2,4,"org.axonframework.eventsourcing,org.axonframework.eventsourcing.eventstore","Snapshotter,SnapshotterSpanFactory,EventStore,EventStorageEngine","org.axonframework.springboot.autoconfig,org.axonframework.springboot.autoconfig.legacyjpa","AxonAutoConfiguration,AxonTracingAutoConfiguration,JpaEventStoreAutoConfiguration,AxonServerBusAutoConfiguration",""
"axon-server-connector-4.11.0",11,2,18.18,142,5,3.52,"axon-eventsourcing-4.11.0",false,2,6,"org.axonframework.eventsourcing,org.axonframework.eventsourcing.eventstore","EventStreamUtils,AbstractEventStore$Builder,AbstractEventStorageEngine$Builder,AbstractEventStore","org.axonframework.axonserver.connector.event.axon,org.axonframework.axonserver.connector","AxonServerEventStore$AxonIQEventStorageEngine,AxonServerEventStore,AxonServerEventStore$Builder,AxonServerEventStore$AxonIQEventStorageEngine$Builder",""
"axon-spring-boot-autoconfigure-4.11.0",9,2,22.22,88,6,6.82,"axon-configuration-4.11.0",false,1,4,"org.axonframework.config","ConfigurationScopeAwareProvider,EventProcessingModule,TagsConfiguration,DefaultConfigurer","org.axonframework.springboot.autoconfig,org.axonframework.springboot","AxonJobRunrAutoConfiguration,AxonDbSchedulerAutoConfiguration,EventProcessingAutoConfiguration,TagsConfigurationProperties",""
"axon-server-connector-4.11.0",11,2,18.18,142,3,2.11,"axon-configuration-4.11.0",false,1,2,"org.axonframework.config","Component,TagsConfiguration","org.axonframework.axonserver.connector.event.axon,org.axonframework.axonserver.connector","EventProcessorInfoConfiguration,AxonServerConnectionManager$Builder,ServerConnectorConfigurerModule",""
