"artifactName","packagesInArtifactCount","packagesCount","packageSpread","typesInArtifactCount","typesCount","typesSpread","dependencyArtifactName","dependencyTypeIsInterface","dependencyPackagesCount","dependencyTypesCount","someDependencyPackages","someDependencyTypes","someCallingPackages","someCallingTypes","Source Cypher File: domains/java/queries/artifact-dependencies/Artifacts_with_dependencies_to_other_artifacts.cypher"
"axon-messaging-5.1.2",57,5,8.77,633,5,0.79,"axon-conversion-5.1.2",false,2,4,"org.axonframework.conversion,org.axonframework.conversion.jackson","DelegatingGeneralConverter,ConversionException,CachingSupplier,JacksonConverter","org.axonframework.messaging.core.configuration,org.axonframework.messaging.core","MessagingConfigurationDefaults,GenericMessage,CommandResult,EntityManagerTransactionManager",""
"axon-server-connector-5.1.2",10,4,40,79,9,11.39,"axon-common-5.1.2",true,3,14,"org.axonframework.common,org.axonframework.common.infra","Registration,ComponentDescriptor,DescribableComponent,ComponentRegistry","io.axoniq.framework.axonserver.connector.query,io.axoniq.framework.axonserver.connector.event","AxonServerQueryBusConnector$LocalSegmentAdapter,AxonServerEventStorageEngineFactory,AggregateBasedAxonServerEventStorageEngine,AxonServerEventStorageEngine",""
"axon-conversion-5.1.2",5,4,80,41,8,19.51,"axon-common-5.1.2",false,2,4,"org.axonframework.common,org.axonframework.common.annotation","BuilderUtils,Assert,AxonNonTransientException,Internal","org.axonframework.conversion.avro,org.axonframework.conversion","SpecificRecordBaseConverterStrategy,ChainedConverter,ChainedConverter$Route,ConversionException",""
"axon-conversion-5.1.2",5,4,80,41,9,21.95,"axon-common-5.1.2",true,1,2,"org.axonframework.common.infra","ComponentDescriptor,DescribableComponent","org.axonframework.conversion.avro,org.axonframework.conversion","AvroConverter,DelegatingGeneralConverter,Jackson2Converter,PassThroughConverter",""
"axon-server-connector-5.1.2",10,4,40,79,4,5.06,"axon-conversion-5.1.2",true,1,2,"org.axonframework.conversion","GeneralConverter,Converter","io.axoniq.framework.axonserver.connector.configuration,io.axoniq.framework.axonserver.connector.command","AxonServerConfigurationEnhancer,CommandConverter,QueryConverter,AxonServerSnapshotStore",""
"axon-test-5.1.2",5,4,80,79,30,37.97,"axon-messaging-5.1.2",true,9,21,"org.axonframework.messaging.monitoring,org.axonframework.messaging.commandhandling","MessageMonitor$MonitorCallback,MessageMonitor,CommandResultMessage,CommandBus","org.axonframework.test.util,org.axonframework.test.fixture","RecordingMessageMonitor$1,RecordingMessageMonitor,AxonTestPhase$Then$Command,AxonTestWhen",""
"axon-server-connector-5.1.2",10,4,40,79,24,30.38,"axon-messaging-5.1.2",true,13,24,"org.axonframework.messaging.commandhandling,org.axonframework.messaging.eventhandling","CommandResultMessage,CommandMessage,EventMessage,EventConverter","io.axoniq.framework.axonserver.connector.command,io.axoniq.framework.axonserver.connector.event","AxonServerCommandBusConnector$FutureResultCallback,CommandConverter,AxonServerCommandBusConnector,TaggedEventConverter",""
"axoniq-spring-boot-autoconfigure-5.1.2",5,3,60,26,5,19.23,"axon-server-connector-5.1.2",false,2,4,"io.axoniq.framework.axonserver.connector.api,io.axoniq.framework.axonserver.connector.configuration","AxonServerConnectionManager,TagsConfiguration,AxonServerConfiguration,AxonServerConfigurationEnhancer","io.axoniq.framework.springboot.autoconfig,io.axoniq.framework.springboot.actuator.axonserver","AxonServerActuatorAutoConfiguration,AxonServerHealthIndicator,AxonServerAutoConfiguration,TagsConfigurationProperties",""
"axon-server-connector-5.1.2",10,3,30,79,9,11.39,"axon-eventsourcing-5.1.2",true,2,7,"org.axonframework.eventsourcing.snapshot.store,org.axonframework.eventsourcing.eventstore","SnapshotStore,AppendCondition,EventStorageEngine$AppendTransaction,ConsistencyMarker","io.axoniq.framework.axonserver.connector.snapshot,io.axoniq.framework.axonserver.connector.configuration","AxonServerSnapshotStore,AxonServerConfigurationEnhancer,AggregateBasedAxonServerEventStorageEngine,ConditionConverter",""
"axon-server-connector-5.1.2",10,3,30,79,9,11.39,"axon-eventsourcing-5.1.2",false,2,11,"org.axonframework.eventsourcing.snapshot.api,org.axonframework.eventsourcing.eventstore","Snapshot,GlobalIndexPosition,AppendEventsTransactionRejectedException,EmptyAppendTransaction","io.axoniq.framework.axonserver.connector.snapshot,io.axoniq.framework.axonserver.connector.event","AxonServerSnapshotStore,ConditionConverter,AxonServerEventStorageEngine$AxonServerAppendTransaction,AxonServerEventStorageEngine",""
"axon-eventsourcing-5.1.2",11,3,27.27,130,3,2.31,"axon-conversion-5.1.2",true,1,2,"org.axonframework.conversion","GeneralConverter,Converter","org.axonframework.eventsourcing.configuration,org.axonframework.eventsourcing.handler","SimpleEventSourcedEntityModule,SnapshottingEntityLifecycleHandler,AggregateBasedJpaEventStorageEngine",""
"axon-eventsourcing-5.1.2",11,2,18.18,130,4,3.08,"axon-modelling-5.1.2",false,3,4,"org.axonframework.modelling.entity,org.axonframework.modelling.entity.annotation","EntityCommandHandlingComponent,AnnotatedEntityIdResolverDefinition,AnnotatedEntityMetamodel,ModellingConfigurer","org.axonframework.eventsourcing.configuration,org.axonframework.eventsourcing.annotation","SimpleEventSourcedEntityModule,EventSourcedEntity,AnnotatedEventSourcedEntityModule,EventSourcingConfigurer",""
"axon-test-5.1.2",5,2,40,79,15,18.99,"axon-common-5.1.2",true,3,7,"org.axonframework.common,org.axonframework.common.infra","Registration,ComponentDescriptor,ComponentRegistry,Configuration","org.axonframework.test.fixture,org.axonframework.test.util","RecordingEventStore,RecordingEventBus,RecordingCommandBus,RecordingEventSink",""
"axon-metrics-micrometer-5.1.2",3,2,66.67,19,3,15.79,"axon-common-5.1.2",true,1,3,"org.axonframework.common.configuration","ComponentRegistry,Configuration,ConfigurationEnhancer","org.axonframework.extension.metrics.micrometer,org.axonframework.extension.metrics.micrometer.springboot","MetricsConfigurationEnhancer,MicrometerMetricsAutoConfiguration$1,MicrometerMetricsAutoConfiguration",""
"axon-test-5.1.2",5,2,40,79,9,11.39,"axon-messaging-5.1.2",false,4,7,"org.axonframework.messaging.commandhandling,org.axonframework.messaging.eventhandling","GenericCommandResultMessage,GenericCommandMessage,GenericEventMessage,MessageType","org.axonframework.test.util,org.axonframework.test.fixture","RecordingCommandBus,AxonTestGiven,AxonTestWhen,CallbackBehavior",""
