"artifactName","fullPackageName","externalPackageName","numberOfExternalTypeCaller","numberOfExternalTypeCalls","numberOfTypesInPackage","externalTypeNames","packageName","Source Cypher File: External_Dependencies/External_package_usage_per_artifact_and_package.cypher"
"axon-server-connector-5.0.2","org.axonframework.axonserver.connector.event","io.axoniq.axonserver.connector.event",8,38,14,"DcbEventChannel,DcbEventChannel$AppendEventsTransaction,EventChannel,AppendEventsTransaction,AggregateEventStream,EventStream","event",""
"axon-server-connector-5.0.2","org.axonframework.axonserver.connector.util","io.axoniq.axonserver.grpc",8,81,13,"ErrorMessage,ErrorMessage$Builder,SerializedObject,MetaDataValue$Builder,ProcessingInstruction$Builder,MetaDataValue,ProcessingInstruction,ProcessingKey","util",""
"axon-update-5.0.2","org.axonframework.update","org.slf4j",8,27,5,"Logger,LoggerFactory","update",""
"axon-conversion-5.0.2","org.axonframework.conversion.avro","org.apache.avro.generic",7,30,10,"GenericDatumReader,GenericRecord,GenericData","avro",""
"axon-eventsourcing-5.0.2","org.axonframework.eventsourcing.eventstore.jpa","org.slf4j",7,16,15,"LoggerFactory,Logger","jpa",""
"axon-messaging-5.0.2","org.axonframework.messaging.core","reactor.core.publisher",7,30,80,"Mono,FluxSink,Flux","core",""
"axon-server-connector-5.0.2","org.axonframework.axonserver.connector.command","io.axoniq.axonserver.grpc",7,31,6,"ProcessingInstruction$Builder,ProcessingKey,SerializedObject$Builder,SerializedObject,ErrorMessage","command",""
"axon-test-5.0.2","org.axonframework.test.fixture","org.hamcrest",7,47,31,"StringDescription,Matcher,Description,CoreMatchers","fixture",""
"axon-server-connector-5.0.2","org.axonframework.axonserver.connector.query","io.axoniq.axonserver.connector.query",6,19,11,"QueryHandler$UpdateHandler,QueryHandler,SubscriptionQueryResult,QueryChannel,QueryDefinition","query",""
"axon-common-5.0.2","org.axonframework.common","org.slf4j",5,14,34,"Logger,LoggerFactory","common",""
"axon-common-5.0.2","org.axonframework.common.configuration","org.slf4j",5,27,46,"LoggerFactory,Logger","configuration",""
"axon-common-5.0.2","org.axonframework.common.jpa","jakarta.persistence",5,11,4,"EntityManager,EntityManagerFactory","jpa",""
"axon-messaging-5.0.2","org.axonframework.messaging.core","org.reactivestreams",5,10,80,"Subscriber,Subscription,Publisher","core",""
"axon-messaging-5.0.2","org.axonframework.messaging.core.interception","jakarta.validation",5,16,19,"Validator,ValidatorFactory,ConstraintViolation,Validation","interception",""
"axon-messaging-5.0.2","org.axonframework.messaging.eventhandling.processing.streaming.token.store.jpa","jakarta.persistence",5,60,4,"LockModeType,Query,TypedQuery,EntityManager","jpa",""
"axon-server-connector-5.0.2","org.axonframework.axonserver.connector","io.axoniq.axonserver.connector",5,38,28,"AxonServerConnectionFactory,AxonServerConnection,AxonServerConnectionFactory$Builder","connector",""
"axon-server-connector-5.0.2","org.axonframework.axonserver.connector.event","io.axoniq.axonserver.connector",5,37,14,"AxonServerConnection,ResultStream","event",""
"axon-server-connector-5.0.2","org.axonframework.axonserver.connector.event","io.axoniq.axonserver.grpc.event",5,31,14,"Event$Builder,Event,EventWithToken,Confirmation","event",""
"axon-server-connector-5.0.2","org.axonframework.axonserver.connector.event","io.axoniq.axonserver.grpc.control",5,40,14,"EventProcessorInfo,EventProcessorInfo$SegmentStatus,EventProcessorInfo$SegmentStatus$Builder,EventProcessorInfo$Builder","event",""
"axon-spring-boot-autoconfigure-5.0.2","org.axonframework.extension.springboot.actuator.axonserver","org.springframework.boot.actuate.health",5,20,2,"Status,Health$Builder,AbstractHealthIndicator,SimpleStatusAggregator","axonserver",""
"axon-spring-boot-autoconfigure-5.0.2","org.axonframework.extension.springboot.autoconfig","org.springframework.context",5,9,35,"ApplicationContextAware,ApplicationContext","autoconfig",""
"axon-spring-boot-autoconfigure-5.0.2","org.axonframework.extension.springboot.autoconfig","org.springframework.context.annotation",5,8,35,"Condition,ConditionContext,ConfigurationCondition$ConfigurationPhase","autoconfig",""
"axon-conversion-5.0.2","org.axonframework.conversion.avro","org.apache.avro.specific",4,14,10,"SpecificData,SpecificRecordBase","avro",""
"axon-messaging-5.0.2","org.axonframework.messaging.core.timeout","org.slf4j",4,15,8,"Logger,LoggerFactory","timeout",""
"axon-messaging-5.0.2","org.axonframework.messaging.queryhandling","org.slf4j",4,23,24,"LoggerFactory,Logger","queryhandling",""
"axon-server-connector-5.0.2","org.axonframework.axonserver.connector.event","io.axoniq.axonserver.grpc",4,15,14,"SerializedObject$Builder,MetaDataValue$Builder,SerializedObject,MetaDataValue","event",""
"axon-server-connector-5.0.2","org.axonframework.axonserver.connector.util","org.slf4j",4,9,13,"LoggerFactory,Logger","util",""
"axon-spring-boot-autoconfigure-5.0.2","org.axonframework.extension.springboot","org.axonframework.extension.spring.config",4,9,22,"EventProcessorSettings,EventProcessorSettings$SubscribingEventProcessorSettings,EventProcessorSettings$ProcessorMode,EventProcessorSettings$PooledEventProcessorSettings","springboot",""
"axon-spring-boot-autoconfigure-5.0.2","org.axonframework.extension.springboot.autoconfig","org.springframework.beans.factory",4,15,35,"BeanFactoryUtils,NoSuchBeanDefinitionException,BeanClassLoaderAware,BeanFactory","autoconfig",""
"axon-spring-boot-autoconfigure-5.0.2","org.axonframework.extension.springboot.autoconfig","org.apache.avro.message",4,10,35,"SchemaStore,SchemaStore$Cache","autoconfig",""
"axon-spring-boot-autoconfigure-5.0.2","org.axonframework.extension.springboot.autoconfig","jakarta.persistence",4,8,35,"EntityManagerFactory","autoconfig",""
"axon-spring-boot-autoconfigure-5.0.2","org.axonframework.extension.springboot.autoconfig","org.springframework.boot.autoconfigure.condition",4,12,35,"SearchStrategy,AnyNestedCondition,AllNestedConditions","autoconfig",""
"axon-spring-boot-autoconfigure-5.0.2","org.axonframework.extension.springboot.service.connection","org.springframework.boot.testcontainers.service.connection",4,9,4,"ContainerConnectionSource,ContainerConnectionDetailsFactory,ContainerConnectionDetailsFactory$ContainerConnectionDetails","connection",""
"axon-spring-boot-autoconfigure-5.0.2","org.axonframework.extension.springboot.util","org.springframework.boot.autoconfigure.condition",4,12,7,"ConditionOutcome,SpringBootCondition","util",""
"axon-spring-boot-autoconfigure-5.0.2","org.axonframework.extension.springboot.util","org.springframework.context.annotation",4,7,7,"ConfigurationCondition,ConditionContext,ConfigurationCondition$ConfigurationPhase,ImportBeanDefinitionRegistrar","util",""
"axon-test-5.0.2","org.axonframework.test.server","com.google.gson",4,7,2,"JsonObject,JsonElement,JsonArray,JsonParser","server",""
"axon-update-5.0.2","org.axonframework.update.detection","org.slf4j",4,11,4,"LoggerFactory,Logger","detection",""
"axon-common-5.0.2","org.axonframework.common.caching","javax.cache.configuration",3,9,13,"CacheEntryListenerConfiguration,Factory","caching",""
"axon-common-5.0.2","org.axonframework.common.infra","com.fasterxml.jackson.databind",3,14,8,"SerializationFeature,JsonNode,ObjectMapper","infra",""
"axon-conversion-5.0.2","org.axonframework.conversion.json","com.fasterxml.jackson.databind.node",3,12,5,"ObjectNode,JsonNodeType","json",""
"axon-eventsourcing-5.0.2","org.axonframework.eventsourcing.eventstore.inmemory","org.slf4j",3,14,5,"Logger,LoggerFactory","inmemory",""
"axon-messaging-5.0.2","org.axonframework.messaging.commandhandling.distributed","org.slf4j",3,9,10,"Logger,LoggerFactory","distributed",""
"axon-messaging-5.0.2","org.axonframework.messaging.core.unitofwork","org.slf4j",3,6,15,"LoggerFactory,Logger","unitofwork",""
"axon-messaging-5.0.2","org.axonframework.messaging.queryhandling.distributed","org.slf4j",3,4,11,"Logger,LoggerFactory","distributed",""
"axon-server-connector-5.0.2","org.axonframework.axonserver.connector","io.grpc",3,9,28,"ClientInterceptor,ManagedChannelBuilder","connector",""
"axon-server-connector-5.0.2","org.axonframework.axonserver.connector.command","org.slf4j",3,10,6,"Logger,LoggerFactory","command",""
"axon-server-connector-5.0.2","org.axonframework.axonserver.connector.event","com.google.protobuf",3,10,14,"ByteString","event",""
"axon-server-connector-5.0.2","org.axonframework.axonserver.connector.event","io.grpc",3,7,14,"StatusRuntimeException,Status$Code,Status","event",""
"axon-server-connector-5.0.2","org.axonframework.axonserver.connector.util","com.google.protobuf",3,8,13,"ByteString,MessageLite","util",""
"axon-spring-boot-autoconfigure-5.0.2","org.axonframework.extension.springboot","org.springframework.boot.context.properties.bind",3,4,22,"BindResult,Bindable,Binder","springboot",""
"axon-spring-boot-autoconfigure-5.0.2","org.axonframework.extension.springboot.autoconfig","com.fasterxml.jackson.databind",3,11,35,"ObjectMapper","autoconfig",""
"axon-spring-boot-autoconfigure-5.0.2","org.axonframework.extension.springboot.autoconfig","org.springframework.transaction",3,5,35,"PlatformTransactionManager","autoconfig",""
"axon-spring-boot-autoconfigure-5.0.2","org.axonframework.extension.springboot.autoconfig","org.axonframework.extension.spring.conversion.avro",3,8,35,"ClasspathAvroSchemaLoader,AvroSchemaPackages,SpecificRecordBaseClasspathAvroSchemaLoader","autoconfig",""
"axon-spring-boot-autoconfigure-5.0.2","org.axonframework.extension.springboot.service.connection","org.springframework.boot.autoconfigure.service.connection",3,3,4,"ConnectionDetails","connection",""
"axon-common-5.0.2","org.axonframework.common.infra","com.fasterxml.jackson.databind.node",2,16,8,"ObjectNode,ArrayNode","infra",""
"axon-common-5.0.2","org.axonframework.common.lifecycle","org.slf4j",2,3,5,"LoggerFactory,Logger","lifecycle",""
"axon-common-5.0.2","org.axonframework.common.property","org.slf4j",2,5,9,"Logger,LoggerFactory","property",""
"axon-conversion-5.0.2","org.axonframework.conversion","org.slf4j",2,5,10,"LoggerFactory,Logger","conversion",""
"axon-conversion-5.0.2","org.axonframework.conversion.avro","org.slf4j",2,8,10,"Logger,LoggerFactory","avro",""
"axon-conversion-5.0.2","org.axonframework.conversion.json","org.slf4j",2,16,5,"Logger,LoggerFactory","json",""
"axon-messaging-5.0.2","org.axonframework.messaging.commandhandling","org.slf4j",2,8,19,"LoggerFactory,Logger","commandhandling",""
"axon-messaging-5.0.2","org.axonframework.messaging.core.annotation","reactor.core.publisher",2,6,50,"Mono,Flux","annotation",""
"axon-messaging-5.0.2","org.axonframework.messaging.core.interception","org.slf4j",2,7,19,"Logger,LoggerFactory","interception",""
"axon-messaging-5.0.2","org.axonframework.messaging.eventhandling","org.slf4j",2,8,19,"Logger,LoggerFactory","eventhandling",""
"axon-messaging-5.0.2","org.axonframework.messaging.eventhandling.processing.streaming.segmenting","org.slf4j",2,4,12,"LoggerFactory,Logger","segmenting",""
"axon-messaging-5.0.2","org.axonframework.messaging.eventhandling.processing.streaming.token","com.fasterxml.jackson.annotation",2,7,8,"JsonTypeInfo$Id","token",""
"axon-messaging-5.0.2","org.axonframework.messaging.eventhandling.processing.streaming.token.store.inmemory","org.slf4j",2,3,3,"Logger,LoggerFactory","inmemory",""
"axon-messaging-5.0.2","org.axonframework.messaging.eventhandling.processing.streaming.token.store.jdbc","org.slf4j",2,3,9,"LoggerFactory,Logger","jdbc",""
"axon-messaging-5.0.2","org.axonframework.messaging.eventhandling.processing.streaming.token.store.jpa","org.slf4j",2,3,4,"Logger,LoggerFactory","jpa",""
"axon-messaging-5.0.2","org.axonframework.messaging.queryhandling.annotation","reactor.core.publisher",2,2,7,"Mono,Flux","annotation",""
"axon-messaging-5.0.2","org.axonframework.messaging.queryhandling.gateway","reactor.core.publisher",2,7,2,"Flux,Mono","gateway",""
"axon-messaging-5.0.2","org.axonframework.messaging.queryhandling.gateway","reactor.util.concurrent",2,4,2,"Queues","gateway",""
"axon-messaging-5.0.2","org.axonframework.messaging.queryhandling.gateway","org.reactivestreams",2,16,2,"Publisher","gateway",""
"axon-metrics-micrometer-5.0.2","org.axonframework.extension.metrics.micrometer","org.slf4j",2,4,12,"LoggerFactory,Logger","micrometer",""
"axon-modelling-5.0.2","org.axonframework.modelling","org.slf4j",2,3,16,"LoggerFactory,Logger","modelling",""
"axon-modelling-5.0.2","org.axonframework.modelling.entity.annotation","org.slf4j",2,14,18,"LoggerFactory,Logger","annotation",""
"axon-modelling-5.0.2","org.axonframework.modelling.repository","org.slf4j",2,15,9,"Logger,LoggerFactory","repository",""
"axon-server-connector-5.0.2","org.axonframework.axonserver.connector","io.axoniq.axonserver.connector.control",2,2,28,"ControlChannel","connector",""
"axon-server-connector-5.0.2","org.axonframework.axonserver.connector","io.grpc.stub",2,6,28,"StreamObserver","connector",""
"axon-server-connector-5.0.2","org.axonframework.axonserver.connector.command","io.axoniq.axonserver.connector",2,11,6,"AxonServerConnection,Registration","command",""
"axon-server-connector-5.0.2","org.axonframework.axonserver.connector.event","io.axoniq.axonserver.connector.control",2,3,14,"ControlChannel,ProcessorInstructionHandler","event",""
"axon-server-connector-5.0.2","org.axonframework.axonserver.connector.query","org.slf4j",2,7,11,"Logger,LoggerFactory","query",""
"axon-server-connector-5.0.2","org.axonframework.axonserver.connector.util","reactor.core.scheduler",2,2,13,"Schedulers,Scheduler","util",""
"axon-server-connector-5.0.2","org.axonframework.axonserver.connector.util","io.grpc.stub",2,5,13,"ClientResponseObserver,ClientCallStreamObserver","util",""
"axon-spring-boot-autoconfigure-5.0.2","org.axonframework.extension.springboot.autoconfig","org.springframework.beans",2,2,35,"BeansException","autoconfig",""
"axon-spring-boot-autoconfigure-5.0.2","org.axonframework.extension.springboot.autoconfig","com.fasterxml.jackson.dataformat.cbor.databind",2,8,35,"CBORMapper","autoconfig",""
"axon-spring-boot-autoconfigure-5.0.2","org.axonframework.extension.springboot.autoconfig","org.axonframework.extension.spring.messaging.unitofwork",2,4,35,"SpringTransactionManager","autoconfig",""
"axon-spring-boot-autoconfigure-5.0.2","org.axonframework.extension.springboot.service.connection","org.slf4j",2,3,4,"LoggerFactory,Logger","connection",""
"axon-spring-boot-autoconfigure-5.0.2","org.axonframework.extension.springboot.service.connection","org.springframework.boot.docker.compose.service.connection",2,5,4,"DockerComposeConnectionSource,DockerComposeConnectionDetailsFactory","connection",""
"axon-spring-boot-autoconfigure-5.0.2","org.axonframework.extension.springboot.service.connection","org.springframework.boot.docker.compose.core",2,5,4,"RunningService,ConnectionPorts","connection",""
"axon-spring-boot-autoconfigure-5.0.2","org.axonframework.extension.springboot.util","org.slf4j",2,3,7,"LoggerFactory,Logger","util",""
"axon-spring-boot-autoconfigure-5.0.2","org.axonframework.extension.springboot.util","org.springframework.core.type",2,4,7,"AnnotatedTypeMetadata,AnnotationMetadata","util",""
"axon-test-5.0.2","org.axonframework.test.matchers","org.slf4j",2,3,23,"Logger,LoggerFactory","matchers",""
"axon-test-5.0.2","org.axonframework.test.server","org.testcontainers.containers.wait.strategy",2,3,2,"HttpWaitStrategy,Wait","server",""
"axon-test-5.0.2","org.axonframework.test.server","org.testcontainers.utility",2,9,2,"DockerImageName,MountableFile","server",""
"axon-test-5.0.2","org.axonframework.test.server","org.testcontainers.containers",2,7,2,"ContainerLaunchException,GenericContainer","server",""
"axon-tracing-opentelemetry-5.0.2","org.axonframework.extension.tracing.opentelemetry","io.opentelemetry.context",2,7,5,"Context,Scope","opentelemetry",""
"axon-tracing-opentelemetry-5.0.2","org.axonframework.extension.tracing.opentelemetry","org.slf4j",2,7,5,"Logger,LoggerFactory","opentelemetry",""
"axon-update-5.0.2","org.axonframework.update.configuration","org.slf4j",2,6,7,"LoggerFactory,Logger","configuration",""
"axon-common-5.0.2","org.axonframework.common.caching","org.ehcache.config",1,2,13,"CacheRuntimeConfiguration","caching",""
"axon-common-5.0.2","org.axonframework.common.caching","org.ehcache.core",1,13,13,"Ehcache","caching",""
"axon-common-5.0.2","org.axonframework.common.caching","javax.cache",1,13,13,"Cache","caching",""
"axon-conversion-5.0.2","org.axonframework.conversion.avro","org.apache.avro.io",1,3,10,"DecoderFactory","avro",""
"axon-conversion-5.0.2","org.axonframework.conversion.avro","org.apache.commons.lang3.tuple",1,4,10,"Pair","avro",""
"axon-conversion-5.0.2","org.axonframework.conversion.json","com.fasterxml.jackson.core",1,1,5,"JsonProcessingException","json",""
"axon-eventsourcing-5.0.2","org.axonframework.eventsourcing.annotation","WrappedEventCriteriaBuilderMethod",1,1,10,"WrappedEventCriteriaBuilderMethod","annotation",""
"axon-eventsourcing-5.0.2","org.axonframework.eventsourcing.annotation.reflection","ScannedEntityCreator",1,4,6,"ScannedEntityCreator","reflection",""
"axon-eventsourcing-5.0.2","org.axonframework.eventsourcing.annotation.reflection","IdTypeParameterResolver",1,1,6,"IdTypeParameterResolver","reflection",""
"axon-messaging-5.0.2","org.axonframework.messaging.queryhandling","reactor.core.publisher",1,4,24,"MonoSink","queryhandling",""
"axon-messaging-5.0.2","org.axonframework.messaging.queryhandling.annotation","org.reactivestreams",1,1,7,"Publisher","annotation",""
"axon-metrics-micrometer-5.0.2","org.axonframework.extension.metrics.micrometer","io.micrometer.core.instrument.simple",1,2,12,"SimpleMeterRegistry","micrometer",""
"axon-metrics-micrometer-5.0.2","org.axonframework.extension.metrics.micrometer.reservoir","io.micrometer.core.instrument",1,4,1,"Clock","reservoir",""
"axon-server-connector-5.0.2","org.axonframework.axonserver.connector","io.grpc.netty.shaded.io.netty.handler.ssl",1,2,28,"SslContextBuilder","connector",""
"axon-server-connector-5.0.2","org.axonframework.axonserver.connector","io.grpc.netty.shaded.io.grpc.netty",1,1,28,"GrpcSslContexts","connector",""
"axon-server-connector-5.0.2","org.axonframework.axonserver.connector","io.axoniq.axonserver.connector.impl",1,3,28,"ServerAddress","connector",""
"axon-server-connector-5.0.2","org.axonframework.axonserver.connector.command","com.google.protobuf",1,4,6,"ByteString","command",""
"axon-server-connector-5.0.2","org.axonframework.axonserver.connector.command","io.axoniq.axonserver.connector.command",1,3,6,"CommandChannel","command",""
"axon-server-connector-5.0.2","org.axonframework.axonserver.connector.event","io.axoniq.axonserver.connector.admin",1,3,14,"AdminChannel","event",""
"axon-server-connector-5.0.2","org.axonframework.axonserver.connector.query","com.google.protobuf",1,7,11,"ByteString","query",""
"axon-spring-boot-autoconfigure-5.0.2","org.axonframework.extension.springboot","org.springframework.core.env",1,1,22,"Environment","springboot",""
"axon-spring-boot-autoconfigure-5.0.2","org.axonframework.extension.springboot.actuator","org.springframework.boot.actuate.health",1,3,1,"Status","actuator",""
"axon-spring-boot-autoconfigure-5.0.2","org.axonframework.extension.springboot.autoconfig","org.axonframework.extension.spring.authorization",1,2,35,"SecuredMessageHandlerDefinition","autoconfig",""
"axon-spring-boot-autoconfigure-5.0.2","org.axonframework.extension.springboot.autoconfig","org.springframework.core.env",1,1,35,"Environment","autoconfig",""
"axon-spring-boot-autoconfigure-5.0.2","org.axonframework.extension.springboot.autoconfig","io.axoniq.axonserver.connector.control",1,1,35,"ControlChannel","autoconfig",""
"axon-spring-boot-autoconfigure-5.0.2","org.axonframework.extension.springboot.autoconfig","io.axoniq.axonserver.connector",1,1,35,"AxonServerConnection","autoconfig",""
"axon-spring-boot-autoconfigure-5.0.2","org.axonframework.extension.springboot.autoconfig","org.springframework.core.type",1,1,35,"AnnotatedTypeMetadata","autoconfig",""
"axon-spring-boot-autoconfigure-5.0.2","org.axonframework.extension.springboot.autoconfig","org.springframework.boot.actuate.health",1,1,35,"SimpleStatusAggregator","autoconfig",""
"axon-spring-boot-autoconfigure-5.0.2","org.axonframework.extension.springboot.autoconfig","org.springframework.boot.autoconfigure.orm.jpa",1,1,35,"HibernateJpaAutoConfiguration","autoconfig",""
"axon-spring-boot-autoconfigure-5.0.2","org.axonframework.extension.springboot.autoconfig","org.apache.avro",1,2,35,"Schema","autoconfig",""
"axon-spring-boot-autoconfigure-5.0.2","org.axonframework.extension.springboot.autoconfig","org.springframework.boot.autoconfigure",1,2,35,"AutoConfigurationPackages","autoconfig",""
"axon-spring-boot-autoconfigure-5.0.2","org.axonframework.extension.springboot.autoconfig","org.springframework.core.io",1,1,35,"ResourceLoader","autoconfig",""
"axon-spring-boot-autoconfigure-5.0.2","org.axonframework.extension.springboot.util","org.springframework.util",1,2,7,"MultiValueMap","util",""
"axon-spring-boot-autoconfigure-5.0.2","org.axonframework.extension.springboot.util","org.springframework.beans.factory.config",1,3,7,"ConfigurableListableBeanFactory","util",""
"axon-spring-boot-autoconfigure-5.0.2","org.axonframework.extension.springboot.util","org.axonframework.extension.spring",1,1,7,"SpringUtils","util",""
"axon-spring-boot-autoconfigure-5.0.2","org.axonframework.extension.springboot.util","org.springframework.beans.factory.support",1,1,7,"BeanDefinitionRegistry","util",""
"axon-spring-boot-autoconfigure-5.0.2","org.axonframework.extension.springboot.util","org.springframework.boot.autoconfigure",1,1,7,"AutoConfigurationPackages","util",""
"axon-spring-boot-autoconfigure-5.0.2","org.axonframework.extension.springboot.util.jpa","jakarta.persistence",1,3,1,"EntityManager","jpa",""
"axon-test-5.0.2","org.axonframework.test.fixture","org.awaitility.core",1,2,31,"ConditionFactory","fixture",""
"axon-test-5.0.2","org.axonframework.test.fixture","org.awaitility",1,1,31,"Awaitility","fixture",""
"axon-test-5.0.2","org.axonframework.test.server","org.junit.jupiter.api",1,2,2,"Assertions","server",""
"axon-test-5.0.2","org.axonframework.test.util","org.hamcrest",1,7,12,"Description","util",""
"axon-tracing-opentelemetry-5.0.2","org.axonframework.extension.tracing.opentelemetry","io.opentelemetry.api",1,2,5,"GlobalOpenTelemetry","opentelemetry",""
