"artifactName","dependentArtifactName","dependentPackages","dependentArtifactPackages","packageUsagePercentage","dependentFullQualifiedPackageNames","dependentPackageNames","Source Cypher File: domains/internal-dependencies/queries/internal-dependencies/How_many_packages_compared_to_all_existing_are_used_by_dependent_artifacts.cypher"
"axon-common-5.1.1","axon-common-5.1.1",8,15,0.5333333333333333,"org.axonframework.common.annotation,org.axonframework.common,org.axonframework.common.function,org.axonframework.common.tx,org.axonframework.common.configuration,org.axonframework.common.lifecycle,org.axonframework.common.infra,org.axonframework.common.io","annotation,common,function,tx,configuration,lifecycle,infra,io",""
"axon-eventsourcing-5.1.1","axon-common-5.1.1",8,15,0.5333333333333333,"org.axonframework.common,org.axonframework.common.infra,org.axonframework.common.annotation,org.axonframework.common.configuration,org.axonframework.common.io,org.axonframework.common.tx,org.axonframework.common.jdbc,org.axonframework.common.jpa","common,infra,annotation,configuration,io,tx,jdbc,jpa",""
"axon-messaging-5.1.1","axon-common-5.1.1",10,15,0.6666666666666666,"org.axonframework.common,org.axonframework.common.annotation,org.axonframework.common.infra,org.axonframework.common.configuration,org.axonframework.common.tx,org.axonframework.common.function,org.axonframework.common.jdbc,org.axonframework.common.jpa,org.axonframework.common.util,org.axonframework.common.property","common,annotation,infra,configuration,tx,function,jdbc,jpa,util,property",""
"axon-metrics-micrometer-5.1.1","axon-metrics-micrometer-5.1.1",2,3,0.6666666666666666,"org.axonframework.extension.metrics.micrometer,org.axonframework.extension.metrics.micrometer.reservoir","micrometer,reservoir",""
"axon-eventsourcing-5.1.1","axon-eventsourcing-5.1.1",8,11,0.7272727272727273,"org.axonframework.eventsourcing.annotation,org.axonframework.eventsourcing.snapshot.store,org.axonframework.eventsourcing.snapshot.api,org.axonframework.eventsourcing.eventstore,org.axonframework.eventsourcing.handler,org.axonframework.eventsourcing,org.axonframework.eventsourcing.eventstore.inmemory,org.axonframework.eventsourcing.annotation.reflection","annotation,store,api,eventstore,handler,eventsourcing,inmemory,reflection",""
"axon-messaging-5.1.1","axon-messaging-5.1.1",43,57,0.7543859649122807,"org.axonframework.messaging.core,org.axonframework.messaging.core.annotation,org.axonframework.messaging.core.unitofwork,org.axonframework.messaging.core.conversion,org.axonframework.messaging.eventhandling.replay,org.axonframework.messaging.eventhandling.processing.streaming.token,org.axonframework.messaging.eventhandling.processing.streaming.segmenting,org.axonframework.messaging.eventhandling,org.axonframework.messaging.commandhandling,org.axonframework.messaging.core.sequencing,org.axonframework.messaging.commandhandling.gateway,org.axonframework.messaging.core.interception.annotation,org.axonframework.messaging.core.configuration.reflection,org.axonframework.messaging.core.unitofwork.transaction,org.axonframework.messaging.eventhandling.configuration,org.axonframework.messaging.core.correlation,org.axonframework.messaging.commandhandling.annotation,org.axonframework.messaging.monitoring.configuration,org.axonframework.messaging.core.interception,org.axonframework.messaging.queryhandling.gateway,org.axonframework.messaging.eventhandling.gateway,org.axonframework.messaging.commandhandling.interception,org.axonframework.messaging.queryhandling,org.axonframework.messaging.queryhandling.interception,org.axonframework.messaging.monitoring.interception,org.axonframework.messaging.eventhandling.conversion,org.axonframework.messaging.queryhandling.configuration,org.axonframework.messaging.monitoring,org.axonframework.messaging.commandhandling.configuration,org.axonframework.messaging.tracing,org.axonframework.messaging.eventhandling.processing.streaming.token.store,org.axonframework.messaging.queryhandling.annotation,org.axonframework.messaging.eventhandling.annotation,org.axonframework.messaging.eventhandling.processing.errorhandling,org.axonframework.messaging.eventhandling.interception,org.axonframework.messaging.eventhandling.processing,org.axonframework.messaging.eventhandling.processing.streaming,org.axonframework.messaging.eventhandling.processing.streaming.token.store.inmemory,org.axonframework.messaging.eventstreaming,org.axonframework.messaging.core.retry,org.axonframework.messaging.eventhandling.processing.streaming.pooled,org.axonframework.messaging.eventhandling.processing.subscribing,org.axonframework.messaging.core.configuration","core,annotation,unitofwork,conversion,replay,token,segmenting,eventhandling,commandhandling,sequencing,gateway,reflection,transaction,configuration,correlation,interception,queryhandling,monitoring,tracing,store,errorhandling,processing,streaming,inmemory,eventstreaming,retry,pooled,subscribing",""
"axon-update-5.1.1","axon-update-5.1.1",4,5,0.8,"org.axonframework.update.common,org.axonframework.update.configuration,org.axonframework.update.api,org.axonframework.update.detection","common,configuration,api,detection",""
"axon-test-5.1.1","axon-test-5.1.1",4,5,0.8,"org.axonframework.test.matchers,org.axonframework.test.util,org.axonframework.test,org.axonframework.test.fixture","matchers,util,test,fixture",""
"axoniq-spring-boot-autoconfigure-5.1.1","axoniq-spring-boot-autoconfigure-5.1.1",4,5,0.8,"io.axoniq.framework.springboot.actuator,io.axoniq.framework.springboot,io.axoniq.framework.springboot.service.connection,io.axoniq.framework.springboot.actuator.axonserver","actuator,springboot,connection,axonserver",""
"axon-eventsourcing-5.1.1","axon-modelling-5.1.1",6,7,0.8571428571428571,"org.axonframework.modelling.entity,org.axonframework.modelling,org.axonframework.modelling.repository,org.axonframework.modelling.configuration,org.axonframework.modelling.entity.annotation,org.axonframework.modelling.annotation","entity,modelling,repository,configuration,annotation",""
"axon-modelling-5.1.1","axon-modelling-5.1.1",6,7,0.8571428571428571,"org.axonframework.modelling,org.axonframework.modelling.entity.annotation,org.axonframework.modelling.repository,org.axonframework.modelling.entity.child,org.axonframework.modelling.entity,org.axonframework.modelling.annotation","modelling,annotation,repository,child,entity",""
"axon-server-connector-5.1.1","axon-server-connector-5.1.1",9,10,0.9,"io.axoniq.framework.axonserver.connector.shared,io.axoniq.framework.axonserver.connector.util,io.axoniq.framework.axonserver.connector.api,io.axoniq.framework.axonserver.connector.event,io.axoniq.framework.axonserver.connector.query,io.axoniq.framework.axonserver.connector.command,io.axoniq.framework.axonserver.connector.snapshot,io.axoniq.framework.axonserver.connector.api.query,io.axoniq.framework.axonserver.connector.api.command","shared,util,api,event,query,command,snapshot",""
